refs/heads/coderabbitai/chat/f489d11	2529a67f5ebba0941730a79d40217adbbd643649	e03141467e28172bbd895840b922b7b15f59924825ab9bec067cd42aa9dba0bb
refs/heads/dependabot/github_actions/actions/deploy-pages-5.0.0	0450ae0fdc159826f4b573b7d93709645b285dda	77ca6d18ca5c245db64e104bdda4df75aacd03c251b9914b1c832341551d4773
refs/heads/dependabot/github_actions/actions/download-artifact-8	a2ca2d01fa9b0a666e36c166697624c9289a61af	eeda24b7554d0e4c17b03552ad9e791e522645127ee25f919d62c4dc94b12125
refs/heads/dependabot/github_actions/actions/setup-python-6	00b3229a821e18fed2da8bf50fcb0b06859441e2	e89d57f9bf0376d330968346dcb0aeb12d89c2246d674ae44e549e4b02e1830d
refs/heads/main	1361ab1dfcaba673c64b5a47b49c195524344291	0dc8ccd7f91a11f31741213614fd38ae08c3ae389f98fd58fc2a5e96fbaee064
refs/heads/paudley/1092-correspondence-frontend	7578645daf7ccc66bc9345f430b820f89699a412	e37cfc5c9bef0887cf8e9727f468c992440c34d35dae0d12afdd0868216a661f
refs/heads/paudley/1304-native-backward-slg-tabling	8a9c1c926faceebf27f463150c7021a6512081fb	c4ee5196ac9c3aa4d4b41b016956de42098a43d98b805224788076672c380ea8
refs/heads/paudley/1314-rustify-primary-python	c7bcd2889b8c4111b543cb9de8b0f3ff2414ca23	9fbb5a766b38be75ef44e82862514b4d84a3aac9a828d596d34388f355be957c
refs/heads/paudley/1344-chase-termination-ladder	f14c40e73345c60c22c137be0ba434db7f07d192	1fe99693d10f54b82232391adaf820cf17a7bd7d56f1b6ae84cfc797d51d04e9
refs/heads/paudley/1428-native-numeric-builtins	dc76a07b9e0fc19499ad5a842fa9a7265d511c99	ef989ec6c8ca737a1bd40f12a1d4ea0c75463837bc94e19b8150c6330cb07ec2
refs/heads/paudley/1551-logic-only-shape-retirement	7b32a53977826971366a9d98c76de88e82a8975a	d64f34afb62f0ec0cb4fd873ba442e6b8c30358c77d6535533ba312df143324a
